headers=18
lattice=1
L=128
N=1024
D=2
folded=1
phi=0.000488
x0_lo=-0.500000
x0_hi=127.500000
x1_lo=-0.500000
x1_hi=127.500000
x0_periodic=1
x1_periodic=1
iters=33413
alpha=-0.500000
seedMass=1000000000000.000000
maxAttachments=4
columns=12
id,x0,x1,assignedSeedStatus,currentSeedStatus,diameter,attachments,att_1,att_2,att_3,att_4
379,72,2,1,1,1,2,480,548,NaN,NaN
380,63,100,1,1,1,1,837,NaN,NaN,NaN
381,92,97,1,1,1,2,749,637,NaN,NaN
382,87,102,1,1,1,1,913,NaN,NaN,NaN
383,97,87,1,1,1,2,766,281,NaN,NaN
384,101,92,1,1,1,2,110,939,NaN,NaN
385,6,77,1,1,1,1,197,NaN,NaN,NaN
386,6,81,1,1,1,3,859,812,954,NaN
387,95,84,1,1,1,2,433,855,NaN,NaN
388,104,108,1,1,1,3,915,415,230,NaN
389,5,78,1,1,1,1,197,NaN,NaN,NaN
390,13,80,1,1,1,2,280,125,NaN,NaN
391,105,107,1,1,1,1,915,NaN,NaN,NaN
392,108,95,1,1,1,2,604,574,NaN,NaN
393,123,81,1,1,1,2,527,311,NaN,NaN
394,1,87,1,1,1,2,718,643,NaN,NaN
395,110,64,1,1,1,2,465,208,NaN,NaN
396,49,102,1,1,1,3,719,160,159,NaN
397,97,102,1,1,1,2,621,361,NaN,NaN
398,60,108,1,1,1,2,990,409,NaN,NaN
399,99,88,1,1,1,3,209,515,259,NaN
400,70,0,1,1,1,1,416,NaN,NaN,NaN
401,71,126,1,1,1,2,545,46,NaN,NaN
402,105,92,1,1,1,2,198,43,NaN,NaN
403,6,99,1,1,1,2,979,971,NaN,NaN
404,11,101,1,1,1,2,279,484,NaN,NaN
405,89,103,1,1,1,2,740,30,NaN,NaN
406,46,8,1,1,1,3,477,521,191,NaN
407,58,103,1,1,1,2,539,430,NaN,NaN
408,30,100,1,1,1,2,726,355,NaN,NaN
409,60,107,1,1,1,2,89,398,NaN,NaN
410,30,119,1,1,1,2,921,765,NaN,NaN
411,15,84,1,1,1,2,992,958,NaN,NaN
412,72,9,1,1,1,2,525,238,NaN,NaN
413,6,93,1,1,1,2,914,348,NaN,NaN
414,82,86,1,1,1,2,350,690,NaN,NaN
415,103,108,1,1,1,2,536,388,NaN,NaN
416,69,0,1,1,1,2,400,306,NaN,NaN
417,120,86,1,1,1,2,39,369,NaN,NaN
418,124,86,1,1,1,2,714,340,NaN,NaN
